class,id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at
bot,1375507088,Alan Piris,alaanpiris2,42974,73075,34280,478,118,,,,,False,False,True,http://pbs.twimg.com/profile_images/1307998032189849604/q6gcyfuP_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1307998032189849604/q6gcyfuP_normal.jpg,FFFFFF,True,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,E81C4F,,False,False,False,False,False,instagram : Alan.piris,False,False,2013-04-23 21:14:15
bot,466573221,One Direction Brasil,1DBR,164943,95430,8095,1424,82,https://t.co/pJAOmO7yh6,,,Brazil,False,False,True,http://pbs.twimg.com/profile_images/801576731727560704/mYYiJdsR_normal.jpg,False,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/801576731727560704/mYYiJdsR_normal.jpg,FFFFFF,False,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,FFFFFF,872B2B,,False,False,False,False,False,Fan account - Sua fonte de informações no Brasil sobre a banda One Direction. Your source of information in Brazil about the band One Direction.,False,False,2012-01-17 15:17:36
bot,1587974648,1 Место,1Me100,10323,23430,910,4,4,http://t.co/FU2tLEWo3h,,,Россия,False,False,False,http://pbs.twimg.com/profile_images/466907597849645056/G7b6GHgY_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/466907597849645056/G7b6GHgY_normal.jpeg,FFFFFF,True,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C6E2EE,1F98C7,,False,False,False,False,False,"1 Место - универсальный сайт бесплатных частных объявлений товаров из рук в руки по всей России.
#объявления",False,False,2013-07-12 08:37:38
bot,538949379,1TVNewsAF,1TVNewsAF,104953,491929,54,125,467,https://t.co/GdJXzQjKkI,,,AFGHANISTAN,False,False,False,http://pbs.twimg.com/profile_images/843822493806792704/39_jkLdM_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/843822493806792704/39_jkLdM_normal.jpg,FFFFFF,True,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,D10707,B40000,,False,False,False,True,False,"1TV is a leading news and entertainment television station in Afghanistan. 1TV prides itself on rapid, objective, and factual reporting.",False,False,2012-03-28 08:50:05
bot,1499232864,‏﮼عبدالله🇸🇦,2014Abdallh,231411,109285,110327,6609,32,https://t.co/320cBOSvL8,,,لكل شي نهاية سنرحل يوماً ما,True,False,False,http://pbs.twimg.com/profile_images/1176605401451814912/cefOMlZ0_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1176605401451814912/cefOMlZ0_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,ليتني أملك السعاده...كى أضعها في تلك القلوب التي أراها تتألم”,False,False,2013-06-10 20:12:27
bot,527506722,Panamericana Noticias,PTV_Noticias,144806,323897,78,1918,514,https://t.co/EmGTesL52V,,,"Lima, Perú",False,False,False,http://pbs.twimg.com/profile_images/1344879209601241089/x2b1i9Hi_normal.jpg,True,https://abs.twimg.com/images/themes/theme15/bg.png,333333,https://pbs.twimg.com/profile_images/1344879209601241089/x2b1i9Hi_normal.jpg,FFFFFF,False,C0DFEC,http://abs.twimg.com/images/themes/theme15/bg.png,004890,004890,,False,False,False,False,False,📌 Cuenta oficial de noticias de Panamericana Televisión. Entérate lo que sucede en #Panorama #24Horas #BuenosDíasPerú #ElDominical #Teledeportes,False,False,2012-03-17 14:28:10
bot,29820945,24sata,24sata_HR,165319,183561,1783,1331,319,http://t.co/TdWiWxuy6s,,,"Zagreb, Croatia",False,False,True,http://pbs.twimg.com/profile_images/1063886872013881347/l_rEdpJc_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,CF0007,https://pbs.twimg.com/profile_images/1063886872013881347/l_rEdpJc_normal.jpg,000000,False,FFAE00,http://abs.twimg.com/images/themes/theme1/bg.png,E5E5E5,1F11DF,,False,False,False,True,False,dnevna doza tweetova s našeg portala,False,False,2009-04-08 21:07:44
bot,892792496,263Chat.com 🇿🇼,263Chat,360246,478784,37172,7870,497,https://t.co/f62hqDwGXt,,,Zimbabwe,False,False,True,http://pbs.twimg.com/profile_images/1235115948765515776/KDbxKQ62_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1235115948765515776/KDbxKQ62_normal.jpg,000000,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,7FDBB6,,False,False,False,False,False,Zim media organisation focused on encouraging & participating in progressive national dialogue | RT=RT | WhatsApp/SMS +263777028169 | #Zimbabwe #263Chat,False,False,2012-10-20 08:37:07
bot,223116969,しぃアンテナ(*ﾟーﾟ),2ch_c,203693,92683,77501,0,1365,https://t.co/A0kjek3xzB,,,,False,False,False,http://pbs.twimg.com/profile_images/1185185809/shii_01_normal.jpg,True,https://abs.twimg.com/images/themes/theme9/bg.gif,666666,https://pbs.twimg.com/profile_images/1185185809/shii_01_normal.jpg,181A1E,False,252429,http://abs.twimg.com/images/themes/theme9/bg.gif,1A1B1F,2FC2EF,,False,False,False,False,False,ネット社会の吹き溜まり一丁目。,False,False,2010-12-05 12:55:57
bot,218697713,Kimberly Ritter,2kidsandacoupon,320749,98896,70249,8835,1625,https://t.co/KxYFiSJFZQ,,,Iowa,False,False,True,http://pbs.twimg.com/profile_images/821182566258524160/tlx7EloJ_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/821182566258524160/tlx7EloJ_normal.jpg,FFFFFF,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,False,False,False,False,False,Social media #influencer & #Iowa #blogger sharing fun things to do for families at https://t.co/KxYFiSJFZQ. Contact us at 2kidsandacoupon@gmail.com,False,False,2010-11-23 01:13:35
bot,547977614,In House Producers,2themillbeats,491836,107152,84016,197,377,https://t.co/3WuS7V0tBT,,,,False,False,False,http://pbs.twimg.com/profile_images/804429312904626176/_eqinR0K_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/804429312904626176/_eqinR0K_normal.jpg,000000,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,A6B5BD,0084B4,,False,False,False,False,False,#MusicArtist Download Up to 6 FREE BEATS Here https://t.co/A35TykcDRm Get Free 30 Day Beat Selling Formula Here https://t.co/NEbf31ihwP,False,False,2012-04-07 23:15:53
bot,73725383,360Connect,360Connect,98892,90165,100464,49,1762,http://t.co/9rJcJAidf1,,,,False,False,True,http://pbs.twimg.com/profile_images/897817370999128064/2V8htZP7_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/897817370999128064/2V8htZP7_normal.jpg,FFFFFF,True,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,False,False,False,False,False,The Community of Loyalty360 connects experts to the market!,False,False,2009-09-12 20:20:27
bot,55432787,3AW Melbourne,3AW693,95568,138811,16538,2329,1096,https://t.co/vEeKewagNY,,,Melbourne,False,False,True,http://pbs.twimg.com/profile_images/938208843573497856/q-V6l1lT_normal.jpg,True,https://abs.twimg.com/images/themes/theme14/bg.gif,333333,https://pbs.twimg.com/profile_images/938208843573497856/q-V6l1lT_normal.jpg,FFFFFF,True,EFEFEF,http://abs.twimg.com/images/themes/theme14/bg.gif,131516,009999,,False,False,False,True,False,Melbourne's #1 radio station. Follow us for breaking news + live updates. We love to hear from YOU. Footy? Go to @3AWisFootball.,False,False,2009-07-10 01:47:19
bot,2257879993,ハル【楽天room×ポイ活】,haroom_,45472,99374,122,92,113,https://t.co/Ll1wDbZxNI,,,↓楽天roomはこちら↓,False,False,False,http://pbs.twimg.com/profile_images/1352600602551881728/bZz8Z3Pa_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1352600602551881728/bZz8Z3Pa_normal.jpg,000000,True,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,0084B4,,False,False,False,False,False,🙋🏻‍♂️3代目の情報発信からお得情報発信に変更しました🙋🏻‍♀️カップルで楽天room / 積立nisa / ポイ活 / せどり / お得情報を追っかけてます😊発信もしていきますのでよろしくお願いします！,False,False,2013-12-22 15:59:51
bot,4307623643,しろそく！- 白猫まとめ！攻略速報！,46nekopj,19,62,3,4,0,https://t.co/FSA3OOrepz,,,,True,False,False,http://pbs.twimg.com/profile_images/889117285495042048/6Yo2n3un_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/889117285495042048/6Yo2n3un_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,しろそく！- 白猫まとめ！攻略速報！の更新情報をツイートしています。 https://t.co/FSA3OOrepz,False,False,2015-11-28 13:46:28
bot,59329469,47NEWS 速報,47newsflash,73857,120312,2,0,8066,http://t.co/nvaaoqPtFT,,,Tokyo,False,False,False,http://pbs.twimg.com/profile_images/529883432503877632/T8EaFjbe_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/529883432503877632/T8EaFjbe_normal.png,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,345DB0,,False,False,False,False,False,@47news の中から速報ニュースだけを配信します。お問い合わせは @47newshelp へツイートしてください。このアカウントは47NEWSさん公式のものではありません。,False,False,2009-07-23 02:11:25
bot,581662807,4 Vision Media & PR,4VisionPR,132492,24258,9249,25,54,http://t.co/8MjPZPXv01,,,Lebanon,False,False,False,http://pbs.twimg.com/profile_images/2222913178/logo-small_normal.png,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/2222913178/logo-small_normal.png,C0DEED,True,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,FF6699,B40B43,,False,False,False,False,False,4 vision Digital Media agency seo online digital advertising portals website design logo corporate id,False,False,2012-05-16 08:53:24
bot,224084191,おむすびドットコム,55smiling,157234,81964,79000,289,0,https://t.co/RZA5x25x28,,,東京都渋谷区,True,False,False,http://pbs.twimg.com/profile_images/1309394067248173056/h3gT8Eg9_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1309394067248173056/h3gT8Eg9_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,『人柄マッチングの転職支援 おむすびドットコム https://t.co/RZA5x25x28』を運営しています♪転職をお考えの方は、お気軽にお問い合わせください。 それと、Webメディア『ファンサーフドットコム https://t.co/LAHmTSJ9uo』も運営中♪ 日本を笑顔で元気にすることが私たちのミッションです♪,False,False,2010-12-08 03:10:44
bot,1243573092,check pinned tweet 📌 5SOSPH 🇵🇭,5SOSPHOfficial,81644,65448,1056,15349,211,https://t.co/R8mrxh8eiY,,,Philippines,False,False,False,http://pbs.twimg.com/profile_images/1293082341573763073/pMvUToqB_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1293082341573763073/pMvUToqB_normal.jpg,FFFFFF,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,FFFFFF,3B94D9,,False,False,False,False,False,The official 5 Seconds of Summer Street Team & Fan Club in the Philippines duly recognized by @5SOS and their team. Est. March 2013.,False,False,2013-03-05 12:14:42
bot,1701373465,‏هَہMـسٌ ٱلحنَيينْ,5llw05,160017,119591,139162,7450,58,,,,كن من المستغفرين و المسبحين,True,False,False,http://pbs.twimg.com/profile_images/713688577993998337/czlxjB_t_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/713688577993998337/czlxjB_t_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,"‏‏حسنه عن كل مسلم 💛 : 
‏أستغفرالله وأتوب إليه لي ولوالدي وللمسلميـن والمسلمات والمؤمنين والمؤمنات الأحيـاء منهم والأمـوات من خلق آدم حتى يبعثون .",False,False,2013-08-26 08:44:31
bot,3151691953,㉑SQ〆た。⛔雪玉持つな･投げるな。きるぱくれな👻になりました。,6__ski,140420,30804,525,84794,23,,,,がんそえむから垢借りてます。,True,False,True,http://pbs.twimg.com/profile_images/1356916607163846656/ldT11jK1_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1356916607163846656/ldT11jK1_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,中身👻ྀི@kp__826┆ 運営MG🐳ྀི@463683033_an┆この垢にDMしないで下さい。📮DM対応→@62r_r2 MG先→保育園 りらいふ れなち しぐ💍@2__ski,False,False,2015-04-12 15:44:27
bot,1401891498,ض.، اللحاوي,7iiix,40067,72917,1738,84,28,https://t.co/qRpWURWuu2,,,#طبرجل,True,False,True,http://pbs.twimg.com/profile_images/992635857487237120/OYdLsZ7y_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/992635857487237120/OYdLsZ7y_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ افعل مايسعدك فالأيام لاتعود,False,False,2013-05-04 10:14:03
bot,877565375554215936,حسين,7ussain51,0,1,59,0,0,,,,,True,True,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,True,,333333,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,C0DEED,False,DDEEF6,,F5F8FA,1DA1F2,,False,False,False,False,False,,False,False,2017-06-21 16:34:24
bot,1570434660,★|دكـتـور خـالـد dv9,82lid,27474,39625,243,62,33,https://t.co/gpejn0iuiE,,,K$A,False,False,False,http://pbs.twimg.com/profile_images/1157414537869635584/MoOP-VNj_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,000000,https://pbs.twimg.com/profile_images/1157414537869635584/MoOP-VNj_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,000000,DD2E44,,False,False,False,False,False,"‏‏ولن ترضى عنك اليهود ولا النصارى حتى تتبع ملتهم. 
(طبيب مقيم جراحة عظام) ،",False,False,2013-07-05 12:52:09
bot,2869378818,Made In Germany صنع في ألمانيا,MadeIn_GermanyA,440528,87911,97431,5508,560,,,,,True,False,True,http://pbs.twimg.com/profile_images/884056612029300736/Edhuknzx_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/884056612029300736/Edhuknzx_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,لكل من يحبون السفر تعرفوا معنا على أجمل بقاع الأرض  واجمل المدن والفنادق,False,False,2014-10-21 20:31:45
bot,3476878998,‏ ﮼مختلفة࿐🎻🌼,8o0otshy,208710,64927,8898,25003,47,,,,مملگتي الخاصة .. 🦋,True,False,True,http://pbs.twimg.com/profile_images/1362736220435054593/7RnqzWcJ_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1362736220435054593/7RnqzWcJ_normal.jpg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,ناضجهۂ حد ﺎُلڪمال،طفلهۂ حد ﺎُلدلال💘🍃 حسبي الله وگفى ؛ أنا هُنا #مٌخْتٓےـلِفھ࿐💛🎻حساباتي✨↔️ @n_gaaem💕 @7anen_y💕 وأتشرف بالجميع ..🌸,False,False,2015-09-07 02:18:47
bot,575704180,ضنآني آلشوق,9090_q8,106301,83738,52431,824,90,,,,Q8,True,False,False,http://pbs.twimg.com/profile_images/544741796014608384/aTYakoiS_normal.jpeg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/544741796014608384/aTYakoiS_normal.jpeg,C0DEED,False,DDEEF6,http://abs.twimg.com/images/themes/theme1/bg.png,C0DEED,1DA1F2,,False,False,False,False,False,حين لا تحب المكان إستبدله،حين يؤذيك الناس غادرهم.. حين تمل ابتكر فكرة جديدة،حين تحبط إقرأ بشغف.. اصنع واقعك.. المهم في الحياة ألا تقف متفرجا♥️,False,False,2012-05-09 21:49:20
bot,844779426260791296,9 News Brisbane,9NewsBrisbane,1,670,1,0,0,,,,,True,False,False,http://pbs.twimg.com/profile_images/846149688248041473/dwowziy4_normal.jpg,True,,333333,https://pbs.twimg.com/profile_images/846149688248041473/dwowziy4_normal.jpg,C0DEED,False,DDEEF6,,F5F8FA,1DA1F2,,False,False,False,False,False,We're now @9NewsQueensland; follow us for all the latest from #9News,False,False,2017-03-23 05:14:45
bot,1068343760,لـيناردو الشہٰري‏™,AAdd0,86665,112643,122003,8450,49,https://t.co/FgVMwN6wlM,,,المملكة العربية السعودية,False,False,True,http://pbs.twimg.com/profile_images/1283522689748041728/83RtFk5-_normal.jpg,False,https://abs.twimg.com/images/themes/theme1/bg.png,000000,https://pbs.twimg.com/profile_images/1283522689748041728/83RtFk5-_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,89C9FA,3B94D9,,False,False,False,False,False,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀,False,False,2013-01-07 13:41:38
bot,14897840,ABC 7 News - WJLA,ABC7News,377007,171208,1216,6514,2811,https://t.co/Ey6n8skTbE,,,"Washington, DC",False,False,True,http://pbs.twimg.com/profile_images/1341479618126209026/NXEiGtj7_normal.jpg,True,https://abs.twimg.com/images/themes/theme1/bg.png,333333,https://pbs.twimg.com/profile_images/1341479618126209026/NXEiGtj7_normal.jpg,FFFFFF,False,D1E6FA,http://abs.twimg.com/images/themes/theme1/bg.png,9AE4E8,1F5FC6,,False,False,False,True,False,"Breaking news, weather, sports and information for the Washington, D.C. area from the ABC 7 Newsroom.",False,False,2008-05-25 10:27:38
bot,218488955,ABC Cardinal 730 AM,ABCCardinal,379392,350205,238,2017,555,https://t.co/8MlACDmVFo,,,Paraguay,False,False,True,http://pbs.twimg.com/profile_images/1279991619203334144/pXudClKm_normal.jpg,False,https://abs.twimg.com/images/themes/theme19/bg.gif,000000,https://pbs.twimg.com/profile_images/1279991619203334144/pXudClKm_normal.jpg,000000,False,000000,http://abs.twimg.com/images/themes/theme19/bg.gif,000000,ABB8C2,,False,False,False,True,False,"ABC Cardinal, la radio más potente del país. Noticias, deportes, debates, economía, agro, espectáculos y más. ☎ 41 51 730 / whatsapp (0972)730 730",False,False,2010-11-22 13:52:05
